# 20.0 20.0 0.0
0 0 20.0 0
1 0 20.0 0
2 0 20.0 0
3 0 20.0 0

0 1 20.0 0
1 1 20.0 0
2 1 20.0 0
3 1 20.0 0

0 2 20.0 0
1 2 20.0 0
2 2 20.0 0
3 2 20.0 0

0 3 20.0 0
1 3 20.0 0
2 3 20.0 0
3 3 20.0 0


# 20.0 19.0 0.0
0 0 20.0 0
1 0 20.06 1
2 0 20.06072 1
3 0 20.06072864 1

0 1 20.06 1
1 1 20.06144 1
2 1 20.06146592 1
3 1 20.06146633472 1

0 2 20.06072 1
1 2 20.06146592 1
2 2 20.06147518208 1
3 2 20.0614752982016 1

0 3 20.06072864 1
1 3 20.06146633472 1
2 3 20.0614752982016 1
3 3 20.00147540715684 0


# 20.0 19.0 1.0614752982016
0 0 20.00144 0
1 0 20.1189632 1
2 0 20.12106365312 1
3 0 20.12073276881408 1

0 1 20.1189632 1
1 1 20.122821178880002 1
2 1 20.1229174720256 1
3 1 20.122546255130253 1

0 2 20.12106365312 1
1 2 20.1229174720256 1
2 2 20.122949799825612 1
3 2 20.121856993222487 1

0 3 20.12073276881408 1
1 3 20.122546255130253 1
2 3 20.121856993222487 1
3 3 20.004346860336533 0


# 20.0 19.0 1.1229497998256122
0 0 20.0042432768 0
1 0 20.1769442829056 1
2 0 20.181026113973903 1
3 0 20.180029257566023 1

0 1 20.1769442829056 1
1 1 20.18412244441211 1
2 1 20.184345168728473 1
3 1 20.183234089448987 1

0 2 20.181026113973903 1
1 2 20.184345168728473 1
2 2 20.184397061320805 1
3 2 20.18120273564042 1

0 3 20.180029257566023 1
1 3 20.183234089448987 1
2 3 20.18120273564042 1
3 3 20.06853923901979 1


# 20.0 19.0 1.184397061320805
0 0 20.008337181624935 0
1 0 20.233994451903694 1
2 0 20.240603443725377 1
3 0 20.23863425469174 1

0 1 20.233994451903694 1
1 1 20.245324717975503 1
2 1 20.245739312379154 1
3 1 20.243525173324667 1

0 2 20.240603443725377 1
1 2 20.245739312379154 1
2 2 20.245792611529875 1
3 2 20.240286505030014 1

0 3 20.23863425469174 1
1 3 20.243525173324667 1
2 3 20.240286505030014 1
3 3 20.131838702535795 1


# 20.0 19.0 1.2457926115298754
0 0 20.013652909932127 0
1 0 20.290161657783337 1
2 0 20.29979252178716 1
3 0 20.296563233864177 1

0 1 20.290161657783337 1
1 1 20.30641075479658 1
2 1 20.307090078122215 1
3 1 20.303424393849227 1

0 2 20.29979252178716 1
1 2 20.307090078122215 1
2 2 20.307131604172096 1
3 2 20.29910320822544 1

0 3 20.296563233864177 1
1 3 20.303424393849227 1
2 3 20.29910320822544 1
3 3 20.194270986241918 1


# 20.0 18.0 1.3071316041720955
0 0 20.02012528496137 0
1 0 20.34549081089498 1
2 0 20.35859096534668 1
3 0 20.353831141755418 1

0 1 20.34549081089498 1
